series_title,series_type,series_episodes,my_watched_episodes,my_status
Kojin Jugyou,OVA,2,2,On-Hold
Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,OVA,2,2,On-Hold
Kojin Taxi,OVA,5,5,On-Hold
Kokkoku,TV,12,12,On-Hold
Koko wa Green Wood,OVA,6,6,On-Hold
Kokoro Connect,TV,13,13,On-Hold
Kokoro Connect: Michi Random,Special,4,4,On-Hold
Kokoro ga Sakebitagatterunda.,Movie,1,1,On-Hold
Kokoro Toshokan,TV,13,13,On-Hold
Kokudo Oh,OVA,5,5,On-Hold
Konjiki no Gash Bell!!,TV,150,150,On-Hold
Konjiki no Gash Bell!!: 101 Banme no Mamono,Movie,1,1,On-Hold
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,Movie,1,1,On-Hold
Konna ni Yasashiku Sareta no,OVA,3,3,On-Hold
Kono Bijutsubu ni wa Mondai ga Aru!,TV,12,12,On-Hold
Kono Minikuku mo Utsukushii Sekai,TV,12,12,On-Hold
"Kono Naka ni Hitori, Imouto ga Iru!",TV,12,12,On-Hold
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",OVA,1,1,On-Hold
Kono Oto Tomare!,TV,13,13,Watching
Kono Oto Tomare! 2nd Season,TV,13,13,Watching
Kono Sekai no Katasumi ni,Movie,1,1,On-Hold
Kono Subarashii Sekai ni Shukufuku wo!,TV,10,10,On-Hold
Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,10,On-Hold
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,1,On-Hold
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,1,On-Hold
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,Movie,1,1,On-Hold
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV,26,26,Watching
Konohana Kitan,TV,12,12,On-Hold
Korashime,OVA,2,2,On-Hold
Kore ga Watashi no Goshujinsama,TV,12,12,On-Hold
Kore wa Zombie Desu ka?,TV,12,12,On-Hold
Kore wa Zombie Desu ka? of the Dead,TV,10,10,On-Hold
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",OVA,1,1,On-Hold
Kore wa Zombie Desu ka? OVA,OVA,2,2,On-Hold
Koro-sensei Quest!,ONA,12,12,On-Hold
Kotetsu no Daibouken,OVA,2,2,On-Hold
Kotonoha no Niwa,Movie,1,1,On-Hold
Kotowari: Kimi no Kokoro no Koboreta Kakera,OVA,2,2,On-Hold
Koufuku Graffiti,TV,12,12,On-Hold
Kouin Tenshi: Haitoku no Lycéenne,OVA,1,0,Dropped
Koukai Benjo The Animation,OVA,2,2,On-Hold
Koukaku Kidoutai,Movie,1,1,On-Hold
Koukaku Kidoutai 2.0,Movie,1,1,On-Hold
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,Movie,1,1,On-Hold
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,Movie,1,1,On-Hold
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,Movie,1,1,On-Hold
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,Movie,1,1,On-Hold
Koukaku Kidoutai: SAC_2045,ONA,12,12,Watching
Koukaku Kidoutai: Shin Movie,Movie,1,1,On-Hold
Koukaku Kidoutai: Stand Alone Complex,TV,26,26,On-Hold
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Special,1,1,On-Hold
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26,26,On-Hold
Koukaku no Pandora,TV,12,12,On-Hold
Koukyoushihen Eureka Seven,TV,50,50,On-Hold
Koukyoushihen Eureka Seven Hi-Evolution 1,Movie,1,1,On-Hold
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,Movie,1,1,On-Hold
Koukyoushihen Eureka Seven: New Order,Special,1,1,On-Hold
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,Movie,1,1,On-Hold
Kounai Shasei,OVA,3,3,On-Hold
Kouryuu Densetsu Villgust,OVA,2,2,On-Hold
